Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_ID,Number_Of_Usual_Residents,Ownership_Type,QID
1,,0,h46050132372667188,2,-7,q9176450954373020
-7,,0,h79891275053226264,5,-9,q2634984655061853
1,,0,h79198497474411769,4,2,q8164331499367842
-3,,0,h96505660915042319,4,2,q7877611329504467
-9,,0,h63092238712762648,2,3,q5763966722158324
7,,0,h47538586305684873,2,2,q7235552651171411
4,,0,h34742616395916671,2,3,q2553086151968596
6,,0,h88402541092416004,1,2,q7850940927075049
3,,0,h67882200121309750,1,3,q3201908958077165
-9,,0,h13829453375907347,1,2,q9830087256857885
5,,0,h56732406375654080,1,5,q1214970833314486
7,,0,h42308623218035838,1,1,q8123040938274125
4,,0,h89342814404513065,3,4,q9935380623900750
-3,,0,h33988711120061449,4,1,q6114937284671343
5,,0,h40145990478934826,2,-7,q6010851951411917
4,,0,h31202852223514879,2,3,q2205273811512141
6,,0,h89352191285282829,4,2,q7291250688620569
4,,0,h83867644675906179,2,3,q6357739091889067
5,,0,h14627133109346117,2,5,q4572433375277644
6,,0,h43185038843440174,2,-9,q2155508791135896
-3,,0,h39914915137384889,1,1,q5114203843017849
-7,,0,h18611428242202465,1,3,q7336537552847268
5,,0,h39197464676897849,1,5,q6875113275592781
3,,0,h60347371523618554,1,3,q5232572357087791
1,,0,h74404545912669487,1,-9,q2688802968797487
2,,0,h15113415722291255,2,2,q5033775209843130
-3,,0,h72187676364449126,2,5,q3335060507882776
7,,0,h32669917851782883,2,2,q2537732105861122
5,,0,h94628418187251575,1,4,q3415695496320160
5,,0,h26783485345636650,1,3,q1833202101095772
4,,0,h70533322984220941,2,2,q2105397283736456
2,,0,h45095101552723145,2,2,q3778550902980356
2,,0,h74024185605079531,1,3,q8474348094911040
2,,0,h86595887704310798,1,2,q8167801732980686
-9,,0,h26860648282140898,1,-9,q5796884613956205
2,,0,h21919768519373572,2,2,q4266589328615788
2,,0,h59414584488171215,2,-7,q3048881500937229
4,,0,h25340381959415198,1,3,q6239381901316228
7,,0,h16195630487844221,3,1,q4881677415076870
-3,,0,h79322305234995914,2,-9,q9856401977243618
2,,0,h58491394637923510,2,1,q2272811122535599
-3,,0,h18755342418571624,2,4,q5150731532848590
7,,0,h13509909067205334,4,1,q9360610701777416
7,,0,h34777882428570562,1,-7,q4255788199410373
2,,0,h10315278193705920,2,3,q7828823641635128
1,,0,h37015335341212962,1,-9,q4300887158982597
4,,0,h43490358523302981,2,-9,q5118256552873409
5,,0,h61277792934290829,5,-9,q3068930736261683
-9,,0,h87875311347160070,1,1,q1029403055243437
7,,0,h30724670565114878,1,2,q4721049392467247
2,,0,h80678790836294679,2,5,q4162274529673230
1,,0,h85720635280792869,1,-7,q9594209127248729
1,,0,h15799721108039608,5,3,q5912439502861214
-9,,0,h41221480972896046,2,3,q8800379078973879
-9,,0,h88642418191139184,2,2,q9660118815929957
4,,0,h57931908011286817,1,1,q5982282609824978
5,,0,h38841163024756462,1,2,q4542210336787392
-9,,0,h30470544116187315,5,2,q7404574902863461
5,,0,h21972362673579802,1,3,q9962302990656772
4,,0,h50607583908930069,1,3,q7306379552933909
-3,,0,h50363663408730569,4,2,q8364250809313822
4,,0,h11226251085336086,4,1,q1119094440115367
-3,,0,h16341837087569250,5,-9,q7129156141193263
3,,0,h95761346807669884,3,3,q4475708139789663
4,,0,h39370170783948219,3,2,q6143164181534791
6,,0,h37305974600813977,2,4,q2650803595414064
-7,,0,h29232139938501136,5,-7,q3076006163893956
3,,0,h48165180617727027,2,2,q2426962886704251
7,,0,h32399956077476574,4,3,q3083876189371341
6,,0,h52888323178419994,2,2,q5587161806126933
6,,0,h31817580315813938,2,-9,q6614619492832284
-9,,0,h95946781595809040,1,4,q4354056102887646
1,,0,h31611727615613907,1,1,q8035472272157695
1,,0,h29220952734645118,1,3,q7525270534766265
-7,,0,h72321592952507410,2,1,q7789131744341828
5,,0,h56361304101457566,2,3,q7576612526742158
5,,0,h43358321976800835,2,1,q6836874127416323
1,,0,h11403301210669818,1,-9,q7096560402445447
7,,0,h12229406206186571,1,5,q7052647817589762
4,,0,h81685971081840959,2,-7,q4293246248888886
2,,0,h65746783256862836,2,5,q5476614990535723
1,,0,h29120801422375844,1,4,q8268420912702251
6,,0,h55139096779048617,1,3,q6531582871743757
2,,0,h94897036464208177,5,-7,q2198791277414377
7,,0,h90855093915059394,2,-9,q5257109032405257
-9,,0,h63889879467059006,1,2,q6208682207531952
-7,,0,h89940520851081331,2,1,q7222062028395847
3,,0,h79371285127607917,2,3,q1016708975772672
1,,0,h92689970472312279,5,-7,q8632676580363131
3,,0,h59025220310462615,1,4,q2485974625566096
3,,0,h96051956075024259,2,4,q1772712035022624
6,,0,h97093202626480493,1,5,q9779971756301930
-9,,0,h95744622346584933,2,3,q7056421274265508
2,,0,h49330060259234477,2,-7,q7904357044652169
5,,0,h44411564984087619,3,1,q4226706308459588
-3,,0,h38062906971979433,1,-7,q7809741139248724
-7,,0,h63496707953511699,1,2,q8190624020605067
-3,,0,h14154560372866932,4,1,q8830002392179213
-3,,0,h30949995570812951,1,2,q8369309185020062
1,,0,h42031712794567655,2,5,q8930220521272533
2,,0,h39755618561600562,1,2,q4365942028990072
-9,,0,h28485661726190840,2,2,q5626898375723481
-7,,0,h21412679457429310,2,4,q1601847145249743
-7,,0,h75803165959964879,2,-9,q4154236991168520
1,,0,h37417212373191088,5,-9,q1321335198645722
-3,,0,h19988065863390365,2,3,q4457773883040304
-3,,0,h25585606807283368,2,5,q5421612891365224
2,,0,h44780143313501610,2,5,q9771664321090462
4,,0,h77250093549287769,4,4,q2544555125269928
-9,,0,h29114512791776686,2,2,q1075196822329568
1,,0,h69987063323898101,2,3,q2762927311001095
-9,,0,h93590804180686351,2,-9,q7807375178021094
6,,0,h48052164032590300,5,-7,q4923782283698727
7,,0,h99081443064574308,1,1,q6166526054822173
7,,0,h88427403619249243,4,5,q7832697725740307
2,,0,h37276699301393519,2,2,q4852114700061357
3,,0,h91281267385878363,1,-9,q5848215916274193
-3,,0,h66858374436490944,5,-9,q5601305302979124
4,,0,h57871799232762709,4,-9,q1358409158450311
-9,,0,h33403385655387257,3,4,q4502893045998031
3,,0,h81506376527398573,1,3,q8144694941236998
6,,0,h93437480002363408,2,-9,q3323817558028810
-3,,0,h15712791278173239,1,3,q2147687907797873
3,,0,h30345198826047808,1,4,q1527603030595176
7,,0,h35671451734208452,3,2,q9173442695176390
7,,0,h90075373580714865,1,-9,q7613393113240483
6,,0,h50414879017444557,3,-9,q4653669135705955
-9,,0,h28506463525035717,4,-7,q7276183719461781
-3,,0,h77704671319743129,5,4,q4686591376440050
2,,0,h26040974984933509,1,2,q5226308673061271
3,,0,h61151098438430591,2,2,q1578796687618975
5,,0,h51699358754290927,2,3,q8431289690928678
3,,0,h81203664333377849,2,2,q4379893585379981
-3,,0,h25037633868244584,1,1,q8150704066702575
1,,0,h61164761328326285,1,1,q1863464426169532
4,,0,h74076874833385077,3,5,q9215005246001385
4,,0,h82425148895373610,4,5,q3566259923653365
2,,0,h81259671385565222,1,4,q1769727618497846
-7,,0,h23082778415884475,2,1,q4664292858609341
4,,0,h36133065866964455,2,-9,q6272217383532405
4,,0,h25332623458211060,1,1,q7689498357718746
-3,,0,h46993691945812734,1,2,q3703231359185600
3,,0,h98331496242567938,2,3,q1525489202857381
-7,,0,h54056717470266245,2,1,q1915152377910670
1,,0,h38740409863928508,2,4,q2191793448593956
1,,0,h90396720778399875,1,1,q9841266652320393
2,,0,h26762681691827873,4,2,q1294127927582596
6,,0,h74249123940324053,1,-9,q5994363633426720
-9,,0,h83001023039123407,1,1,q9782773132948256
5,,0,h51098631606042774,2,2,q1147441073699817
-7,,0,h18991056662983109,1,-7,q4086106266155533
2,,0,h89704212568589417,3,5,q1555737520370562
-7,,0,h51941903653996170,2,5,q3824454969278405
5,,0,h41300496369003123,3,3,q9167822868179636
3,,0,h85193285632066909,1,3,q6341542528910348
6,,0,h47432844806711179,1,-9,q8175189761797113
2,,0,h60543332006253369,2,2,q5667669926427669
5,,0,h20594649371260621,2,-9,q4219232763696320
7,,0,h85778770195605878,2,2,q1067712471587091
5,,0,h55461685496871884,1,-9,q5891714499884191
2,,0,h35736577706782994,3,4,q1491574354780436
6,,0,h82603772764330137,2,4,q2341339848228432
-3,,0,h65374444762184759,2,3,q5659375926511365
-7,,0,h34687247238779317,2,1,q7238452140270283
2,,0,h29284372123119474,2,1,q4231292754008124
-3,,0,h33891548846476564,4,2,q5219937608135099
7,,0,h19823517661996361,3,2,q4505877541083663
4,,0,h72162344777318331,2,-7,q9885432284417223
7,,0,h82058569652193060,1,1,q8966772815359816
7,,0,h24104607272461050,2,2,q2535904406662835
2,,0,h11798435926711016,1,4,q9686479958313378
7,,0,h68234403815648378,2,3,q9470283998903240
6,,0,h17133368334020015,2,-9,q7544130094805283
2,,0,h91553098591227062,2,3,q3563769177243395
-7,,0,h61378209497530988,4,4,q3576235003198433
3,,0,h19806059774740378,2,-7,q3540556484307334
7,,0,h70591308373303206,2,1,q6671546273464913
-9,,0,h49358953005441892,2,-9,q2309457151180226
2,,0,h29415685008100896,4,3,q4348612581398883
-7,,0,h30240790835208556,2,-9,q9787987901888503
3,,0,h30249781774562843,2,3,q1764736955405613
-7,,0,h19398805536127973,1,-9,q1807829829120280
6,,0,h82989877462277990,2,-9,q2337241829815560
5,,0,h70797097505330676,2,-9,q3480120499309952
2,,0,h56296022223331731,1,4,q2439762006330443
5,,0,h21060776721060331,1,2,q2176915715429841
-3,,0,h97128956816732168,1,2,q9717262580215062
3,,0,h73048763834294561,2,-9,q7948696892853543
4,,0,h24916596205900482,1,-7,q3632359868080904
5,,0,h34595232368982956,2,2,q2883192917296706
4,,0,h53270378919621627,1,4,q7793289748570336
4,,0,h37033482091240980,3,-9,q3582382558518601
5,,0,h11522704758784221,4,2,q8831203461451471
-9,,0,h33298787942945801,2,1,q4686604427201600
2,,0,h22366201272247635,2,4,q6285280983782769
5,,0,h22327917146896040,2,-9,q5690798510773749
5,,0,h84914180159786611,2,4,q1585813247294859
3,,0,h48806473991816359,2,3,q9170760929945118
4,,0,h65355740357566031,2,2,q4935274821458503
1,,0,h18717642386148895,1,2,q1500205125347265
3,,0,h15594017327656368,1,-7,q2314567654274476
5,,0,h51093626524185189,5,-9,q1023089179114252
4,,0,h65787422036599962,2,-7,q5632335350809244
-3,,0,h37739855980969578,2,5,q4682718128883087
-3,,0,h16714919920872459,5,5,q6459895257648859
-3,,0,h32223509101032030,2,4,q7746536943335141
6,,0,h52990603788266021,1,1,q3003710088759460
7,,0,h59140210325697424,2,-7,q1198845013118216
6,,0,h43505553740996199,2,2,q4588029304569245
2,,0,h43812388868042013,1,-9,q4577239496296714
-3,,0,h77482097391342001,2,-9,q8657472292107739
6,,0,h10232095985781002,1,-9,q5766732534412706
6,,0,h44025753869229679,2,-9,q5734231360494817
2,,0,h73541963057070989,2,3,q8958242654053638
7,,0,h82017423038380540,4,-7,q6800312117131365
2,,0,h71249180435306592,3,-9,q9713628822335377
7,,0,h83589388257653588,1,1,q7564137491934273
6,,0,h68076397563598834,2,-9,q6918749096917402
-9,,0,h55064992358249995,1,3,q2789074144623372
-3,,0,h29549818183735508,1,1,q8879176373009782
6,,0,h82009443312481976,2,5,q8646119383904986
1,,0,h24664872717975926,5,2,q9580318304107651
-3,,0,h31304591500259480,2,-7,q1981404330528859
3,,0,h86834509297457971,2,2,q2828323476000664
-7,,0,h91991977964413315,1,-7,q2238438328085796
-3,,0,h26044081174930887,1,-7,q5246823146828499
-9,,0,h88504274568083735,5,-7,q8575250317137244
-9,,0,h83385542078443658,5,2,q1756976151930605
3,,0,h63406889977441948,1,4,q1487374017149542
5,,0,h54883130581914052,2,3,q6649959235606986
4,,0,h68118218320501548,2,3,q3718751685312412
4,,0,h87321178558390445,2,1,q2604653158328079
2,,0,h83189265498026257,2,1,q5687916468010155
4,,0,h61734585815921722,4,3,q1939531767476594
6,,0,h44473731133932543,2,4,q2603448978629281
-3,,0,h65192311218077567,1,4,q6475131780185483
5,,0,h58519559382734827,2,-7,q9382640995935900
-9,,0,h13089252348437468,3,4,q4611865582751341
2,,0,h43941872183876594,1,-9,q2681839208281812
-7,,0,h61569159725497041,2,-7,q6732385866876408
-9,,0,h29438661156963194,1,-9,q9586584060804461
4,,0,h18551523911806481,5,-7,q9693881481528253
1,,0,h26401231289521755,2,1,q8142353094759542
2,,0,h26019400846591656,1,3,q1476941052953410
-7,,0,h88842775526537557,2,-9,q7500243608890162
-7,,0,h33275789047663800,5,-7,q9558419371576693
-7,,0,h51289465718236755,2,5,q3723249044260194
3,,0,h98446113595040405,4,-7,q1373458070917977
5,,0,h18250955568973249,2,-7,q6163862418026801
-7,,0,h84281612843982224,2,4,q3908862057545466
5,,0,h24558635496801296,5,5,q8730229383311826
4,,0,h92162753523388096,1,5,q7869877135716601
7,,0,h63708802545229764,1,5,q5278754980769337
1,,0,h53433654377640749,2,-7,q4714408780440250
3,,0,h49269706405045772,2,5,q8785941105097369
-7,,0,h82231620005938778,1,3,q7963904214568514
3,,0,h99220313097363784,3,5,q7484111273802905
6,,0,h79160712925094361,2,-9,q3480537073926995
-9,,0,h83851747551243999,5,4,q1656617198086970
1,,0,h21564007863492622,3,-9,q4853756385575675
-9,,0,h87767003763979257,1,1,q3073740593476678
6,,0,h58301278436868731,1,3,q7985529453390864
3,,0,h73665022981345584,1,-7,q6046200371853954
5,,0,h15043236478359816,1,1,q4942539918582233
1,,0,h60232893802773946,2,4,q6791273423499896
1,,0,h77169920712420959,2,2,q8595714942869823
2,,0,h19939497916514216,1,-9,q7853688968237797
-3,,0,h25837844798291297,2,2,q6777426888409970
1,,0,h80889321260717262,2,-7,q4972984524271462
-9,,0,h70618495706550255,1,3,q8290560402059602
-9,,0,h88870063863065729,1,5,q6355499467613368
-7,,0,h62907099023302787,3,-9,q5955527938488264
1,,0,h87576569053174424,2,5,q3546620475680996
2,,0,h95470792146148474,2,-7,q6991775757226086
6,,0,h75130248198626449,3,5,q1512068718232664
2,,0,h70315606131036009,1,1,q4595114328277521
-3,,0,h44494389608933690,1,-9,q1638343267461708
1,,0,h54895552208931624,2,-9,q5945163575491564
-3,,0,h55638953214127201,2,2,q1997667582666663
5,,0,h42081776930334667,1,2,q2413426890328375
4,,0,h79249282781828875,2,3,q6738047209453871
1,,0,h85495559906075427,1,-7,q7195049351433227
-3,,0,h19895827519849791,3,2,q2329721572365869
5,,0,h76583221751754708,2,5,q9662358332500433
6,,0,h38495415116668896,2,5,q6750962553171002
6,,0,h79932577137403887,2,1,q8742747357602637
-7,,0,h60576066580483313,2,2,q2102894833492699
6,,0,h63941885180924245,2,-7,q8319076659111425
2,,0,h24304282776282599,1,5,q5362140282987584
3,,0,h41233030557197502,2,4,q8789706247631844
7,,0,h68557003301076052,2,5,q8152391094508918
6,,0,h40945387038233010,1,-7,q8800390838457673
7,,0,h90767777217952651,2,4,q4929170866375968
-9,,0,h31938325792059035,2,5,q8552521635693292
-9,,0,h90168261063817297,4,-7,q5896991940589832
-9,,0,h38394440950744952,2,2,q4665276369458981
1,,0,h64175091070982322,2,-9,q2105701350146647
4,,0,h88257234734738688,2,-7,q2377667768778249
1,,0,h92393932456527074,2,-9,q7271727225623172
3,,0,h52988676309125914,2,1,q8468878074426689
3,,0,h89588584237643166,2,3,q4433373484076987
5,,0,h22977358758950943,3,-9,q2590329754465125
2,,0,h53631817945256893,2,4,q3228430438702117
1,,0,h21097962457675654,2,1,q3177630521647623
6,,0,h45404353532570403,2,5,q6794497867637980
2,,0,h17111280436508440,1,2,q6082555228181866
-3,,0,h77647803408057853,2,1,q2820482513755771
-9,,0,h66489723233415819,2,4,q4254029955404672
-3,,0,h10507902894100056,2,1,q4409502378590526
4,,0,h75631695923747258,4,4,q7167614238418997
5,,0,h79750902584903091,4,-9,q7793878333034521
4,,0,h32502674713508380,2,5,q1812322113911153
5,,0,h44859041926439171,2,1,q5070969539393142
2,,0,h50423534157920226,2,4,q3768871400325211
2,,0,h64058357402956297,1,4,q9874872186996452
1,,0,h81793005572615257,2,4,q4726752954590267
1,,0,h24011191893455890,2,2,q4737877110814912
7,,0,h46748473965582572,2,1,q1404586579357799
3,,0,h92639809806741171,2,3,q5477440222592473
-3,,0,h23465690842126908,1,-9,q5124262713188614
3,,0,h63072111678677923,2,2,q9129331136593213
-7,,0,h26890335738097777,2,1,q2919587724431068
1,,0,h75420732275730684,3,1,q6916447837916735
4,,0,h92925898593689666,3,4,q6109842845977567
-9,,0,h44262585614787328,3,-7,q2432137657677314
4,,0,h61413549556053581,2,-9,q6121035644024277
6,,0,h55302808520987632,2,3,q1565754907404268
7,,0,h52869410119283463,2,4,q2868631004676971
1,,0,h75439875773503886,2,3,q2240839687983703
5,,0,h13425121542578133,1,-7,q6213402635638775
3,,0,h10070552904711226,1,1,q9515702388472853
3,,0,h21970000134711954,5,-7,q4570380189210258
-9,,0,h35389635973196813,2,4,q6303794323922392
-9,,0,h55579352541169842,2,4,q9157506786843626
-3,,0,h83675392136961281,1,3,q9920576051842500
3,,0,h19646046945286353,3,4,q4771521321553326
7,,0,h52531020819594111,2,-7,q8185495154619778
7,,0,h98058641896247817,1,4,q7127655740858807
4,,0,h56058350702885722,2,-9,q8725482907317064
-9,,0,h25843535740014602,5,3,q1493112610395721
6,,0,h33545559109776985,1,4,q1349143694092396
-9,,0,h27414161598071944,1,3,q4739262014580567
5,,0,h61201760737481138,1,5,q5088037891188314
7,,0,h16557327560634831,2,4,q5201705266179766
2,,0,h30300848071988794,2,4,q2666505947761190
1,,0,h50169168937800958,2,5,q8019088556317960
3,,0,h52628844341207771,2,-9,q9557587943293121
-7,,0,h64553032670692582,1,5,q4767907506773956
-3,,0,h80625580115068742,2,2,q3836848738117207
5,,0,h93877936269266438,1,-7,q2638840472590732
6,,0,h34330645745046774,5,1,q8685776939081396
5,,0,h59071350650740628,1,2,q2246387050111701
3,,0,h18321093253340490,5,4,q8770432237645220
5,,0,h48710488053801631,1,4,q3145518728516770
-9,,0,h76445667754715595,2,-7,q3096476280299495
-3,,0,h58589327797567719,2,-7,q3932096911348307
-3,,0,h83105336544453547,2,-9,q4550973649780634
7,,0,h51028965079205926,2,2,q3458666820454430
1,,0,h59378683529543448,1,2,q2676935269294474
7,,0,h93624493645501223,1,3,q7918083926299412
-3,,0,h35434989409434778,2,2,q2749887276329920
1,,0,h64563247951312660,2,4,q4973839955145174
5,,0,h90100576062075630,2,5,q5771636113376983
4,,0,h64322713803605585,4,2,q4113587312902431
1,,0,h49221132028253377,2,3,q7713840198844681
-9,,0,h76924968490566454,3,4,q2139711318914774
6,,0,h31292383828333000,1,5,q3959033635048079
1,,0,h19974984147806657,1,1,q9750223201534598
6,,0,h16131062650528446,1,1,q2479595597258364
5,,0,h84077175452922085,2,3,q2208744535432331
2,,0,h39058546196717985,5,2,q1634080093604531
6,,0,h93014219733588466,2,3,q1078771353766054
-7,,0,h61642967124873049,5,4,q9257685678127684
-3,,0,h42984218593769578,1,3,q3079958812668520
-3,,0,h96759935823992442,2,-9,q2584822330890883
-7,,0,h88485602526483772,1,5,q7921535448510805
4,,0,h78182700829419132,3,-9,q9258378496865287
-7,,0,h23094791937568694,4,5,q6802382875336206
-3,,0,h63311530707203794,1,4,q9866246637128006
3,,0,h87082706750481825,2,3,q1826167145148301
4,,0,h24538328341523178,2,4,q3495258704434379
2,,0,h12471902431007489,4,-9,q3934295254610130
-9,,0,h15465839619205661,1,5,q6557255308512498
7,,0,h75665404814629587,5,-7,q3972083936457417
-7,,0,h21076458820102247,2,1,q5438886037993035
4,,0,h56563179828872051,4,-9,q2081242418838718
2,,0,h12358206234951931,2,5,q6063477873130137
-3,,0,h82009743797260285,1,5,q2333626514218635
2,,0,h73799479234838092,1,3,q4808739364651198
2,,0,h77741216689494529,3,5,q7992815956526853
2,,0,h12223654250133556,2,2,q1848414107552128
2,,0,h58683032972857331,4,5,q4038216639908917
5,,0,h72304153825337053,2,3,q5054765736911265
6,,0,h64925616777516833,1,5,q2072012008193254
6,,0,h91557759911133715,2,2,q8014764197736281
7,,0,h94494862145474747,4,4,q1317736023413649
5,,0,h11159806743257807,3,-7,q6498263489542045
3,,0,h96985188162652476,2,3,q7442875921014365
-7,,0,h11058861987595206,4,1,q1931779922654699
-7,,0,h77391562711492085,3,4,q3185923489917394
4,,0,h70479949767426123,2,5,q4291616555471112
-9,,0,h65204942753878874,1,-7,q3660774313566826
5,,0,h37970490069394630,2,1,q9560177653315120
1,,0,h72092199863216829,1,5,q8595407405841190
4,,0,h60481308155801057,4,4,q7124799871767463
5,,0,h45371408233651022,2,-7,q8639224913972925
-9,,0,h23442912779862124,4,5,q1045999317669752
7,,0,h73538935678736952,3,-9,q9384894674586549
-9,,0,h16998742812226567,2,-9,q8578654205099746
2,,0,h60992147738855267,2,-7,q8119348176358801
-7,,0,h37389432023464793,2,1,q8924540229185778
7,,0,h29246881873393994,2,3,q8250523867289207
-3,,0,h63156260544804806,2,1,q4460733525625353
4,,0,h45792412206783347,1,-7,q7526183973840196
3,,0,h57971307728001027,4,3,q6534830442928048
6,,0,h12368830274558981,3,2,q7649475288346364
3,,0,h54015765151848170,3,2,q7331675597652926
6,,0,h89599893146681148,2,-7,q4464592040043897
-9,,0,h85492126598893509,2,2,q6610700125706563
4,,0,h72081378032924476,4,-7,q3718363737834797
6,,0,h96386227701986607,5,3,q5176119277154750
5,,0,h11449939856838842,2,-7,q7331915216005338
6,,0,h37758635433658942,3,-9,q7609175737248949
-7,,0,h54036686162017225,2,-7,q2436230075186748
5,,0,h72984924219703725,2,1,q6416366498598844
3,,0,h35263704640299196,2,4,q9271917691439208
2,,0,h77718960582680531,4,5,q5362814214931596
3,,0,h51445427201393722,5,-9,q6244643677052373
1,,0,h22115245003660453,5,-9,q3008393146782245
-7,,0,h80379886786384429,4,5,q4926367156355517
-9,,0,h13303518270174808,2,5,q2336662172217886
-3,,0,h78486308357104510,2,2,q4375069551063340
-3,,0,h14996137463457536,1,-9,q7031771301784671
1,,0,h90822231239159272,2,1,q5365632036221327
-3,,0,h20000804620671071,1,2,q7641352078769179
-7,,0,h85839813922135576,2,2,q1266373497994558
-9,,0,h63890962871032935,4,5,q6838215724630614
2,,0,h32095269281334838,3,-7,q6035357154681558
-7,,0,h65565225589991509,4,3,q6961239259294828
-9,,0,h88069213443907120,1,-9,q9959939443773177
3,,0,h18432107024122002,1,1,q1739531304832381
-7,,0,h91659164698858935,3,1,q5630409538099449
-7,,0,h33919617100122844,5,2,q8505879545268087
5,,0,h58252941468333432,4,5,q9601479358731083
4,,0,h82325708796942652,2,5,q9571717833259932
5,,0,h50621693969844015,2,1,q7370139832019803
7,,0,h85515285788174858,5,-9,q7985486441704904
1,,0,h35179554130982867,1,-9,q3787464646037639
2,,0,h97067091585278280,1,4,q4216043235175568
-7,,0,h80315103405560077,4,4,q3634574704557682
2,,0,h73767183129554714,3,-7,q5522860635142962
2,,0,h68045903493906415,1,3,q3426117433387296
5,,0,h66085554668579481,1,3,q8734046541115214
3,,0,h90455114387899835,1,1,q6489173499562238
7,,0,h58610147398380797,1,-7,q1803698074709916
-9,,0,h65107274560785472,1,1,q9832037759048510
3,,0,h91733002180702477,3,1,q9191352395894137
5,,0,h88578129779622902,1,3,q6904406249377939
7,,0,h70664600430557077,5,2,q2232072023293549
-9,,0,h24951995997750992,2,2,q5514316412181942
-3,,0,h24483113390075434,1,4,q6070150379128619
6,,0,h15322553128580514,1,-7,q1135097915716778
2,,0,h20291138917682711,2,4,q4850542488327868
-9,,0,h33297542688073148,5,4,q7204000004219759
5,,0,h30896839541877545,5,4,q7986973811586285
7,,0,h50365934814536274,5,4,q6583336085314988
5,,0,h16640247641833047,2,2,q1476573710948077
4,,0,h96402089870553475,5,2,q9748940125102810
-3,,0,h87916927977681966,2,4,q2447223861447434
3,,0,h41098296697881643,4,2,q1546185199860054
3,,0,h57589125353016144,2,2,q8952767891175863
-3,,0,h80150343222879202,1,5,q5264141174547279
6,,0,h69415500851415801,3,1,q6835853103233178
5,,0,h66205780125819838,1,4,q7627993594105073
7,,0,h31143807154930028,1,4,q3170240411144114
-3,,0,h47603621498359471,1,5,q1410523813083928
6,,0,h27782540722075262,1,2,q3972975913559528
3,,0,h79621862424904711,3,-9,q3008970364677097
7,,0,h79140279132672926,2,2,q1810719469298420
1,,0,h73367063205482406,4,4,q9008241333364667
7,,0,h96671589164256695,2,2,q7895350117910836
2,,0,h90257561990685675,2,-7,q2914575536246855
-9,,0,h87900747711262761,3,1,q6028087327522439
5,,0,h37008248804046238,1,2,q5477501471258332
7,,0,h81908632401146032,5,-7,q5971754028756782
1,,0,h47962815289086595,1,5,q9222246840870273
7,,0,h76227269035968253,2,3,q2270460596742829
3,,0,h62965304344190547,1,3,q1758506530431112
3,,0,h93193331309411614,1,-9,q1844492568273740
5,,0,h33973976507338624,2,4,q4219151778299021
2,,0,h32350738754596146,2,1,q4369674521597436
3,,0,h79086102840754766,2,4,q3120897316167878
3,,0,h82529136592823277,1,3,q2091961109821149
6,,0,h22615897010995729,2,-9,q2306206738049048
6,,0,h75238403966730285,2,2,q9767090124152404
7,,0,h33486996328184487,1,-7,q2586272189150900
-7,,0,h46260753213773204,2,3,q4440468090364720
7,,0,h90613954035040365,1,1,q9205902561013837
1,,0,h68037739707377032,2,5,q3633870488889851
3,,0,h78077715824918896,3,3,q6625495048178274
6,,0,h78133529074200176,2,-9,q1238887276002648
1,,0,h13246669665784526,1,1,q2350326190503109
-3,,0,h18613284440711780,2,-9,q4305344146449519
4,,0,h27638755935990441,2,-7,q5213196054205321
4,,0,h32109252892397814,4,5,q8937015304145058
3,,0,h20684704918130031,1,3,q5901582210528479
2,,0,h23173043782229704,1,-7,q3788148652901920
-7,,0,h63876362696837501,4,1,q1664543254559136
6,,0,h67694742790437209,2,2,q4490838355015324
-7,,0,h25190277335292243,1,3,q5683107620575760
3,,0,h80467725023641104,2,4,q4244866115633412
-7,,0,h90628562635436694,2,1,q9773870359674915
-3,,0,h10297244982072952,2,1,q4317046630810750
6,,0,h79104887255237866,5,3,q9857688952153261
6,,0,h44963921753905985,1,2,q2794367892477977
1,,0,h86229246151078341,3,5,q2194385399368491
7,,0,h17017270459539717,4,2,q6445216979727911
-9,,0,h18159850546779708,1,4,q7348116139746155
-9,,0,h12246394256682920,1,-7,q4612160117829706
-3,,0,h47546583849696881,2,3,q6192264728551567
7,,0,h49526128358799979,5,3,q3828647799840514
-9,,0,h51126653261995821,1,-7,q8322869084707733
-3,,0,h62979357217110520,5,1,q9836456634614689
2,,0,h82917877215102049,2,4,q7843621202010000
-9,,0,h96126598122213365,2,-7,q7180980425016050
-7,,0,h24085373608740431,4,-7,q8241524986364592
-7,,0,h48909546605336244,2,-9,q5056258018315987
-9,,0,h70112190847992571,3,5,q9605733326278740
1,,0,h92781495694633034,2,-7,q9668077061296537
4,,0,h91753843416704190,3,-9,q7860626730719277
5,,0,h15150679903617791,1,2,q7560295951460372
7,,0,h78272374006078067,1,1,q7604555775601910
-3,,0,h64583688652898842,2,5,q4793704494914455
6,,0,h21950925755987717,1,1,q2408677152088014
-9,,0,h14943742887383356,2,2,q1174732418608423
1,,0,h30175456367156892,1,-7,q5294251196655152
3,,0,h14945932116837977,1,-9,q2591223582885991
7,,0,h66021122690496846,1,-9,q9496018393302048
-9,,0,h64195397109881046,1,-7,q2921875182853324
7,,0,h14711103172499319,2,5,q5963383578805444
2,,0,h62208087569404833,2,-9,q9839496628619792
4,,0,h64732326294238196,3,5,q2958500602163419
6,,0,h26174873305823039,1,5,q2570786216009298
3,,0,h19989507399593919,1,4,q2979201166329232
