UNIQUE_ID,cluster_number,Dataset
c8384471596176239902,13490,CCS
c4359684733160266659,13490,CEN
c1900386164020539710,13492,CCS
c9070064912643696901,13492,CEN
c6118505392641009943,13493,CCS
c8210350107672482403,13493,CEN
c1170819312961474266,13494,CCS
c5831201396648396135,13494,CEN
c3024974078057706925,13495,CCS
c4418258010349022760,13495,CEN
c5374713629241735706,13495,CEN
c1912559371220605053,13496,CCS
c4712478324529898033,13496,CEN
c4899487194473944541,13497,CCS
c4138870603225817617,13497,CEN
c7303887669031506147,13499,CCS
c6406628255808228767,13499,CEN
c2194593046488330583,13501,CCS
c1223778594700216786,13501,CEN
c8615900540717567322,13502,CCS
c2066096753122868135,13502,CEN
c3380618928026378239,13503,CCS
c1676330616544287018,13503,CEN
c3105100476466322617,13504,CCS
c2732179983209843429,13504,CEN
c8185183381078657795,13505,CCS
c4288551259761370214,13505,CEN
c5885511629217614757,13506,CEN
c3435238263140397764,13506,CCS
c7538160909180067727,13508,CEN
c1863183832808988819,13508,CCS
c4870567084506180630,13509,CEN
c1226058105331171738,13509,CEN
c7229614037580500676,13509,CCS
c7913977738184006167,13510,CEN
c5972709199117328605,13510,CCS
c7200296572587791874,13511,CEN
c6233917970339226314,13511,CCS
c7992052903551260866,13512,CEN
c2433876795662657060,13512,CCS
c8790556869558009369,13513,CEN
c1938852910980440118,13513,CCS
c1793834206446764491,13515,CEN
c6387470959725270360,13515,CCS
c1083117100870144551,13516,CEN
c7888901277163716106,13516,CCS
c5149075503593482035,13517,CEN
c3008826464718461271,13517,CCS
c3904714083162913484,13518,CEN
c4724557217570571727,13518,CCS
c3967483897826276618,13519,CEN
c5719673913671718830,13519,CCS
c7572533241523535165,13520,CEN
c3798615264253361304,13520,CCS
c2754706886319999239,13521,CEN
c4365187506588387765,13521,CCS
c4293928653285585459,13521,CCS
c7747925431984338007,13522,CEN
c6630716342314379705,13522,CEN
c3219781510971519026,13522,CCS
c1659547585619523779,13524,CEN
c1093733792750071790,13524,CCS
c3353135890413805659,13525,CEN
c3330640946208667567,13525,CCS
c1724700956485180232,13526,CEN
c4469873664361339195,13526,CCS
c5956219996099650054,13527,CEN
c5029669477987170043,13527,CCS
c2083352751483154185,13528,CEN
c1564399196349553109,13528,CCS
c4483662568690190846,13529,CEN
c3808936016678179831,13529,CCS
c2082392059563526970,13530,CEN
c1248892430679902538,13530,CCS
c7270643231285159985,13530,CCS
c4875440406400774541,13532,CEN
c5963407865986662343,13532,CCS
c4546924549630219645,13533,CEN
c7436015347365736535,13533,CCS
c2374871063907633519,13533,CCS
c4620608803879173257,13534,CEN
c6611113689108558804,13534,CCS
c2098663649522798614,13535,CEN
c4311794680971983844,13535,CCS
c4632436667020349541,13536,CEN
c8831441630978992240,13536,CEN
c1732905836121527482,13536,CCS
c3394927261308305643,13537,CEN
c3527903461150562520,13537,CCS
c7332030354783901743,13538,CEN
c9021170774728053888,13538,CCS
c1898430219817656963,13539,CEN
c4810065045687229970,13539,CCS
c2386965894895853018,13540,CEN
c1875091477063740130,13540,CCS
c4094364982936299420,13541,CEN
c4809959447839569173,13541,CCS
c7762526579897392386,13542,CEN
c1343755805772611876,13542,CCS
c2103176075680585119,13543,CEN
c2441151526741175641,13543,CEN
c4049502337288293201,13543,CCS
c5611329486658513406,13544,CEN
c8488479193569232062,13544,CCS
c8496825239144036847,13545,CEN
c2156520536735872263,13545,CCS
c7703914830122452090,13546,CEN
c8618527888164294454,13546,CCS
c3341576704650347084,13548,CEN
c2706881281175595879,13548,CCS
c6505311900408773106,13549,CEN
c6807694906683990431,13549,CCS
c8173631971182395008,13550,CEN
c2597728746852363021,13550,CCS
c1103954048990436060,13551,CEN
c7153566474631210546,13551,CCS
c5967195565236539247,13553,CEN
c6512201912912737687,13553,CCS
c6914714985947059983,13554,CEN
c7931383410394773333,13554,CCS
c3285702309420745852,13556,CEN
c8603335114599687802,13556,CCS
c7628916967799211765,13557,CEN
c1463974606086754769,13557,CCS
c7795879839462565078,13558,CEN
c5279484946527382120,13558,CCS
c7472682733920251271,13559,CEN
c5472890963871238669,13559,CCS
c6546408211233528685,13561,CEN
c4673776593138811985,13561,CCS
c2471694681618269522,13562,CEN
c3687186247585155770,13562,CCS
c8333511009236990541,13564,CEN
c3939580259440448755,13564,CCS
c3584974217753498033,13566,CEN
c2586200482642275869,13566,CCS
c5200187065640121297,13567,CEN
c4835428484023388654,13567,CCS
c8851380906039530934,13569,CEN
c4459935969835453022,13569,CCS
c3094998390719039565,13570,CEN
c9295534102392777712,13570,CEN
c4751467206019936009,13570,CCS
c4650834776902279301,13571,CEN
c3513216067760505445,13571,CCS
c2536670550541943283,13572,CEN
c1378036938612319912,13572,CCS
c4372663650890179060,13574,CEN
c9107371750683187084,13574,CEN
c8286023425302958164,13574,CCS
c8795435017153196061,13575,CEN
c2225635836570806812,13575,CCS
c8084564278717390893,13576,CEN
c6822342818981665932,13576,CCS
c6902339923600552493,13577,CEN
c3669426335479693231,13577,CCS
c7268376114975110636,13578,CEN
c5539490379810284415,13578,CCS
c7232281869785926155,13579,CEN
c4103941566930955894,13579,CCS
c6616566987360307571,13580,CEN
c3213726626504941761,13580,CCS
c2786026552175204650,13581,CEN
c5468689718757942064,13581,CCS
c4154015125340878476,13583,CEN
c7162841951203509449,13583,CCS
c9140687364708621011,13585,CEN
c8548186416738023071,13585,CCS
c5538669837360282172,13586,CEN
c4138799547274330312,13586,CCS
c4345230356214996494,13587,CEN
c7127618171600742137,13587,CCS
c4080871142188447558,13589,CEN
c8033748763122060205,13589,CCS
c1010884871748390677,13590,CEN
c6063974634068566585,13590,CCS
c2192364868022189391,13591,CEN
c1113256041748506950,13591,CCS
c6334985050690742179,13592,CEN
c2139020729117891261,13592,CCS
c5783018880502269205,13593,CEN
c3302456285933699732,13593,CCS
c8771781233935566958,13594,CEN
c3303823835088093453,13594,CCS
c8891433754889944443,13595,CEN
c1429438582331373115,13595,CCS
c1495812920708408669,13596,CEN
c6968688819021845175,13596,CCS
c1537588330387584616,13597,CEN
c2610954400025147858,13597,CCS
c7749111033970574809,13598,CEN
c8020755115035156778,13598,CCS
c6269980566096171795,13599,CEN
c8191883671654227872,13599,CCS
c9011127430492516201,13600,CEN
c8708444324919123111,13600,CCS
c2837152133962427199,13601,CEN
c8389332358926049105,13601,CCS
c5672641525803193842,13602,CEN
c4272598089480214819,13602,CCS
c1868151937841309725,13603,CEN
c6221537170277206211,13603,CCS
c7116172008563336189,13604,CEN
c8945671294575505233,13604,CCS
c5929260999192836169,13605,CEN
c5899956437824870573,13605,CCS
c2903425798527101463,13606,CCS
c4152477424231169238,13606,CEN
c3849949185434507646,13607,CCS
c6896821542639417773,13607,CEN
c9692076507568162580,13608,CCS
c1920705542359371549,13608,CCS
c7933412318260571859,13608,CEN
c6227354877880989347,13609,CCS
c8472648280989569783,13609,CEN
c5427724119778422199,13610,CCS
c6511666340471652077,13610,CEN
c4741519651063948711,13611,CCS
c1667832481948117854,13611,CEN
c1376456485722621785,13612,CCS
c3698410681132212699,13612,CEN
c7055107397108165075,13613,CCS
c8562203166891107934,13613,CEN
c6730317268544965417,13614,CCS
c3821657305239439509,13614,CEN
c3826849728785016337,13615,CCS
c7873434406103920903,13615,CEN
c8075740214142825164,13616,CCS
c1944354679782763828,13616,CEN
c2610737144123067029,13618,CCS
c3556902935590451865,13618,CEN
c2813630145387342943,13619,CCS
c2996484339180393243,13619,CEN
c7121108420528427145,13620,CCS
c8508309995484739248,13620,CEN
c2259231215748197691,13620,CEN
c1711221534438019511,13649,CCS
c6619177006803359843,13649,CEN
c5300051083891483266,13650,CCS
c6150253701079203944,13650,CEN
c1116704986740530978,13652,CCS
c9046355691830850610,13652,CCS
c8899400336534236634,13652,CEN
c6043993512255426140,13653,CCS
c2367865421803967158,13653,CEN
c4937218583054007027,13654,CCS
c7265958019388682004,13654,CEN
c8623929772355924014,13655,CCS
c3518244735399103816,13655,CEN
c7275579678209545345,13656,CCS
c2182599339123515619,13656,CEN
c8020630067239986961,13657,CCS
c5514591455339379613,13657,CEN
c2685021064957345978,13658,CCS
c3868254909064516003,13658,CEN
c2280983581591947618,13659,CCS
c1805926054205890488,13659,CEN
c5498959431139311765,13660,CCS
c1908368913527492420,13660,CEN
c8199007815106104862,13661,CCS
c8601056186940409676,13661,CEN
c6498680041397443500,13662,CCS
c7100350445409958040,13662,CEN
c4385846642762079329,13664,CCS
c4504990591532643588,13664,CEN
c4894562928596159835,13665,CCS
c3266788431519744056,13665,CEN
c8065362725948506597,13666,CCS
c4473506683286864322,13666,CEN
c8594574212591710691,13667,CCS
c8039834478540059127,13667,CEN
c1149201096730724596,13668,CCS
c7898491516125281425,13668,CEN
c1846994464642189565,13670,CCS
c4835749700759431266,13670,CEN
c5571735717190154452,13671,CCS
c4704996039821011056,13671,CEN
c7002632648894862143,13672,CCS
c1118361156677267678,13672,CEN
c4572688049758187602,13673,CCS
c5250332215321627074,13673,CEN
c1343464112727992006,13674,CCS
c4710696562303544979,13674,CCS
c5861739232113027864,13674,CEN
c6178309988867260108,13675,CCS
c1177845024462090409,13675,CEN
c9248494743946017901,13676,CCS
c6111970260454138332,13676,CCS
c8552567552099689524,13676,CEN
c6129693224936449112,13677,CCS
c1235128060424971800,13677,CEN
c1351977804287430040,13678,CCS
c7021560182788225656,13678,CEN
c6601729622796840996,13679,CCS
c5810278752715406293,13679,CEN
c7692007053287322774,13680,CCS
c2100910978974395718,13680,CEN
c8238306873921196752,13681,CCS
c5219947614612801934,13681,CEN
c1791846367165546051,13681,CEN
c5129637019612347790,13682,CCS
c8056077734399430501,13682,CEN
c5584199385764998325,13683,CCS
c3210848051391530548,13683,CEN
c5170743916681695694,13684,CCS
c4324991984863622562,13684,CEN
c8485864923689296823,13686,CCS
c5757179371884830096,13686,CEN
c3689656462926581615,13687,CCS
c3587173607464421511,13687,CEN
c4197056772374695295,13688,CCS
c6388826577491290059,13688,CEN
c2410644319898916211,13689,CCS
c7904244775682687488,13689,CEN
c4165636750730463024,13691,CCS
c7628634950065621629,13691,CEN
c5389309351685188130,13692,CCS
c2860720211185000212,13692,CEN
c7870445618777183464,13694,CCS
c7491597085117936580,13694,CEN
c3848091304244007253,13695,CCS
c6515422091314347058,13695,CEN
c5635073470294023880,13695,CEN
c2752210314451759780,13696,CCS
c4855256112815656650,13696,CEN
c5322859730660728801,13697,CCS
c7360699192652678153,13697,CCS
c5469716682228918600,13697,CEN
c5309354044462612941,13697,CEN
c3236765749270647234,13698,CCS
c9156044330127309163,13698,CEN
c6125701832316526544,13698,CEN
c5206168686704332364,13699,CCS
c3326926982350772031,13699,CEN
c5576790693375238487,13700,CCS
c4380379931558271480,13700,CEN
c1060440332092517962,13701,CCS
c4127297563089808865,13701,CEN
c4507196661251004174,13702,CCS
c7004997435024794700,13702,CEN
c6041191760578978907,13703,CCS
c1096457034136875047,13703,CCS
c4127860521494933505,13703,CEN
c5079042296143133978,13704,CCS
c4724871839695915876,13704,CEN
c7152806037326192372,13705,CCS
c4986341098622969717,13705,CEN
c9025992841843394705,13706,CCS
c4463579712560029236,13706,CEN
c1476696617279557856,13707,CCS
c1796740937673678164,13707,CEN
c1398865867886605463,13708,CCS
c5657890958151048879,13708,CEN
c1755382114887522761,13709,CCS
c6495040083250210435,13709,CEN
c4868550495541693165,13710,CEN
c7487310512557800584,13710,CCS
c2121342565737771919,13710,CCS
c2557698753062028099,13711,CEN
c8021025189367329306,13711,CCS
c8320899986320451025,13712,CEN
c6530494352446009472,13712,CCS
c2573293439541468253,13713,CEN
c7853869210024195268,13713,CCS
c4335745433632934328,13714,CEN
c5713892658100503275,13714,CCS
c7043018327515294493,13715,CCS
c2195416864536223349,13715,CEN
c7760079312226093052,13716,CEN
c2107248589395642233,13716,CCS
c2625050804621694255,13718,CEN
c1082021919283677804,13718,CCS
c1544755941292139809,13719,CEN
c4139751468346035887,13719,CCS
c1663429665849390216,13720,CEN
c3548479643838280918,13720,CCS
c5509209904899313581,13721,CCS
c6007187292915588714,13721,CEN
c5147780895267500940,13723,CEN
c6134905670952662102,13723,CCS
c4341408213565462650,13724,CEN
c8621967743869622346,13724,CCS
c7439841511718040343,13726,CCS
c1170576776622146137,13726,CEN
c3987620162266529811,13728,CEN
c3688369725183737663,13728,CCS
c8721428132727700517,13729,CEN
c7136918873478012290,13729,CCS
c2416350250310018779,13730,CEN
c1043097720998122979,13730,CCS
c4038461858828758617,13731,CEN
c5755959582863770560,13731,CCS
c4013822314588714581,13732,CEN
c3286464075382873784,13732,CCS
c3900340731426703116,13733,CCS
c6969875080211515846,13733,CEN
c2701513416220584178,13734,CEN
c5242186802061413874,13734,CCS
c4609329690312967471,13736,CCS
c1258188705144053542,13736,CEN
c7048569088087926726,13737,CCS
c4397794131170062075,13737,CEN
c7631629273400470672,13738,CEN
c3568132165434550544,13738,CCS
c5441100509068112627,13739,CCS
c6796279915395986260,13739,CEN
c2272561281416882628,13740,CCS
c7694939162501236578,13740,CEN
c7843798668625398018,13741,CCS
c6948089087212295489,13741,CEN
c1468547797800336642,13742,CCS
c4332394190932357600,13742,CEN
c3748457741798344340,13743,CCS
c3527082033417174027,13743,CEN
c1430431954722622538,13744,CEN
c6785438222968388169,13744,CCS
c3615530474465205851,13745,CEN
c7213181618829003923,13745,CCS
c8861569887742593507,13745,CCS
c5089485323593091839,13747,CEN
c8919521190349081527,13747,CCS
c4005104956887671521,13748,CEN
c4445592210291108759,13748,CCS
c1770051449438485743,13749,CCS
c6196171397624131511,13749,CEN
c1424345224307339210,13750,CEN
c2057700107777574587,13750,CCS
c5199495652893068779,13751,CCS
c8677944495645594720,13751,CEN
c8526029526518092865,13752,CEN
c2565614400512273618,13752,CCS
c3438554043072484987,13752,CEN
c6759670517083548693,13753,CEN
c6988722327193241381,13753,CCS
c9843559338463288230,13753,CEN
c4518376888974440786,13754,CCS
c7481423951554892620,13754,CEN
c7658449131316318076,13755,CEN
c1469467671182299125,13755,CCS
c7886333592687413461,13756,CEN
c8361744413118184985,13756,CEN
c8643867006179141768,13756,CCS
c9000863641531316188,13757,CEN
c5547669728909169049,13757,CCS
c1516786501726601524,13758,CCS
c1443331782067677266,13758,CEN
c1359489549372693036,13759,CEN
c7496803743338129754,13759,CCS
c7868466416697275732,13759,CEN
c7029095523854978675,13760,CEN
c8475294190061679590,13760,CCS
c4919171109052627542,13761,CCS
c4204668525783848549,13761,CEN
c1348352233494805735,13761,CEN
c7416829257716289940,13763,CCS
c6577616757605231730,13763,CEN
c3975370572770002081,13764,CCS
c6005114460892365723,13764,CEN
c4899342610661798904,13765,CCS
c3743609752091520126,13765,CEN
c4234331099833563084,13765,CEN
c1172023450178080610,13766,CCS
c6543889833107639071,13766,CEN
c3411088984488445306,13767,CCS
c4972704943026973875,13767,CEN
c6437000393285570954,13768,CCS
c2722586767067780568,13768,CCS
c6941013594312647277,13768,CEN
c1093904373125580194,13769,CCS
c5488049891789852654,13769,CEN
c7729313542124894156,13771,CEN
c7926234704234916403,13771,CCS
c4817991456004629719,13772,CEN
c8100532221017134788,13772,CCS
c7538029988872867559,13773,CEN
c8764480732560659694,13773,CEN
c8948427708519083182,13773,CCS
c4199806796158850633,13775,CEN
c4316076029277570845,13775,CCS
c7744829431658466362,13776,CEN
c9144148948184205203,13776,CCS
c5577264166362349721,13777,CEN
c7519015444669376208,13777,CCS
c7522236492658213518,13778,CCS
c1365530061239722526,13778,CEN
c3285485564603589908,13779,CEN
c3731156674574877504,13779,CEN
c7115571209229859824,13779,CCS
c7577488858053466809,13780,CEN
c3641544171348192606,13780,CCS
c8536054538748823725,13781,CCS
c1657041366127406489,13781,CEN
c2383334849430775580,13782,CEN
c8123460461935677539,13782,CEN
c3734049544163781363,13782,CCS
c6143910837947134236,13783,CEN
c6912276398261355054,13783,CCS
c6571768151906435691,13786,CCS
c2144085174534221190,13786,CEN
c8954030691603159989,13787,CEN
c3156683133291280373,13787,CCS
c9185648888631256057,13788,CCS
c4310438232136321066,13788,CEN
c4709489198309097222,13789,CEN
c3286864407009771646,13789,CCS
c8799420343906248391,13789,CCS
c4034780519310796125,13790,CEN
c9071197908987841654,13790,CCS
c8946471088106598730,13791,CEN
c7787082061537542925,13791,CCS
c5346269699895017773,13792,CEN
c3981238542755042969,13792,CCS
c8514598822423512607,13793,CEN
c3019277390382833669,13793,CCS
c1579545861569915240,13794,CEN
c6567587175603902044,13794,CCS
c6021922300558492086,13814,CEN
c3232726139477042873,13814,CCS
c5590294473254353399,13815,CEN
c6419934109520092869,13815,CCS
c5413059196911283384,13816,CEN
c7454870163975805479,13816,CCS
c8137190808648166221,13817,CEN
c7308189280642939659,13817,CCS
c4933735603964215644,13818,CEN
c7861898789595805645,13818,CCS
c6499815539565872208,13819,CEN
c7832338486808773637,13819,CCS
c3170553098593582270,13820,CEN
c8453360734801360677,13820,CCS
c8468725818988083195,13821,CCS
c1657982853767195918,13821,CEN
c4750214157645792566,13821,CEN
c8021485838797305336,13822,CCS
c7788987390517684162,13822,CEN
c7908259191773618098,13823,CCS
c3757060706672066658,13823,CEN
c4719155023302334007,13825,CCS
c8145363158319722878,13825,CEN
c8161492861327505615,13826,CCS
c4068920696717504528,13826,CEN
c2390062310578682807,13827,CCS
c4987326348779067821,13827,CEN
c5133183684860959608,13828,CCS
c2888336363315224737,13828,CCS
c6937195529601652418,13828,CEN
c5307364563071775549,13830,CCS
c9145838182744382875,13830,CEN
c2902666340280467667,13831,CCS
c1005198823153770678,13831,CEN
c2347087913014900412,13832,CCS
c3809627739781793353,13832,CEN
c2849091673794917367,13833,CCS
c7836033500318774547,13833,CEN
c3978830365453873567,13834,CCS
c9004628615187842037,13834,CEN
c4019441170300645745,13835,CCS
c1864831359013532482,13835,CEN
c7986146089901930785,13836,CCS
c1665166057223869665,13836,CEN
c1839234433726302443,13837,CCS
c1832168440919940049,13837,CEN
c6475592711312979983,13838,CCS
c6082016059706271207,13838,CEN
c8830970842235337667,13840,CCS
c3192741095787501437,13840,CEN
c6119077129612526980,13841,CCS
c6809565829770669923,13841,CEN
c4013054762903676940,13842,CCS
c2265580766120172487,13842,CEN
c3663711869667695875,13843,CCS
c7302489312216270388,13843,CEN
c4819256280447370792,13844,CCS
c6911905854166525266,13844,CEN
c5209040953086745970,13845,CCS
c9042286698091591076,13845,CEN
c4094513076446809068,13846,CCS
c6995108553663919599,13846,CEN
c7574066439901681578,13846,CEN
c5397165235329187241,13847,CCS
c6099764480480219287,13847,CEN
c2344300742859378447,13848,CCS
c8067542848142024211,13848,CEN
c5457362033276260583,13849,CCS
c4252630403304623829,13849,CEN
c6280124795619381273,13850,CCS
c2566479693918408733,13850,CEN
c2314190651776364721,13852,CCS
c7360831552766622139,13852,CEN
c6860765367329740312,13853,CCS
c6401593117364602793,13853,CEN
c4949711815245780293,13853,CEN
c9185542190399300953,13853,CEN
c5705527206088790938,13854,CEN
c2122165744080333030,13854,CCS
c6539767379909625538,13856,CEN
c2210049539702648922,13856,CCS
c6431764271958317077,13857,CEN
c6449813715472064760,13857,CCS
c5818881342018378129,13858,CEN
c3084458813366076361,13858,CCS
c8897110522817758687,13859,CEN
c1956403143110069682,13859,CCS
c2793697265604641015,13860,CEN
c3819303385540962470,13860,CCS
c8665915825379600041,13861,CEN
c8570072678050990522,13861,CCS
c2457986505291767774,13863,CEN
c7652266582969505177,13863,CCS
c4488639280894075447,13864,CEN
c7789190999766331100,13864,CCS
c6117971942307342401,13865,CEN
c2635350435103753477,13865,CCS
c2554130688503264887,13866,CEN
c8912091974428308435,13866,CCS
c5191576697794142227,13866,CCS
c4639542813224295748,13867,CEN
c6999507990006278762,13867,CCS
c7995721680898307712,13868,CEN
c3213128276868933022,13868,CEN
c8181119328688462698,13868,CCS
c5449976185962080148,13869,CEN
c7876371480880033687,13869,CCS
c2293186058678271505,13870,CEN
c3559074689746557640,13870,CCS
c5627560254260652046,13871,CEN
c5171385662655634465,13871,CCS
c8096308102260771970,13872,CEN
c2723712209422854809,13872,CCS
c2242513870494522438,13874,CEN
c8878355563154274880,13874,CCS
c3557187001158787534,13875,CEN
c4988650402856590503,13875,CCS
c5152194812065939908,13876,CEN
c2159951443829020602,13876,CCS
c8466486633064794215,13877,CEN
c3635153107694011642,13877,CCS
c7522481528526617167,13878,CEN
c9635474435980391422,13878,CCS
c3452952122522171373,13878,CCS
c3822018218227502687,13879,CEN
c5719860740753400673,13879,CCS
c4970371042019619677,13880,CEN
c4464793832789270757,13880,CCS
c5192555858990906435,13881,CEN
c6637585243008775957,13881,CCS
c1732753567466907139,13882,CEN
c5609596512700252073,13882,CCS
c3565554226075049296,13884,CEN
c4794059412335762025,13884,CCS
c9044910349624976485,13885,CEN
c7867609919816862310,13885,CCS
c6378180465771751072,13887,CCS
c8121979056907365832,13887,CEN
c8088283871689497450,13888,CCS
c4744397300920256605,13888,CEN
c1074340885335061364,13889,CCS
c6185782724775367949,13889,CEN
c6186832600698286276,13890,CCS
c5284416588476341632,13890,CEN
c8380596180420515693,13890,CEN
c8619664448618619192,13891,CCS
c3962378412473206950,13891,CEN
c6689271601630428886,13892,CCS
c2371244382736806332,13892,CEN
c7290283466289882847,13893,CCS
c3943632768005629074,13893,CCS
c8459624610771951880,13893,CEN
c5547986669136098650,13894,CCS
c6368656544913540064,13894,CEN
c3407440543102157927,13895,CCS
c1926076644061506990,13895,CEN
c3501738573819803318,13897,CCS
c3412276140866415014,13897,CEN
c2099898522960369318,13898,CCS
c6437852728530753289,13898,CEN
c1880854198236195117,13899,CCS
c2545511191034721308,13899,CEN
c4452998196431304767,13900,CCS
c3176492733420271570,13900,CEN
c8183433803995930084,13901,CCS
c4736093244544388882,13901,CEN
c3840552214421911826,13902,CCS
c4280674111242717814,13902,CEN
c1435040307780219953,13903,CCS
c1138901086569696102,13903,CEN
c4477596857552028294,13905,CCS
c8790733230601175219,13905,CEN
c2038922433742409165,13906,CCS
c1644781626748645913,13906,CEN
c2400522764568986642,13907,CCS
c8560459699294358743,13907,CEN
c5993762615422194893,13909,CCS
c6875675892451034064,13909,CEN
c1727082813078906875,13910,CCS
c5100204248333758403,13910,CEN
c8014818339227920494,13911,CCS
c4844561867601165858,13911,CEN
c1773048491836020874,13912,CCS
c6755053736697185986,13912,CEN
c5413999180666345558,13913,CCS
c8197211259220638647,13913,CEN
c2994331368376932070,13913,CEN
c2690866237723637700,13914,CCS
c3897457414742989245,13914,CEN
c1317719181826367805,13915,CCS
c6327584583309157828,13915,CEN
c5532265318761874684,13916,CCS
c6470858240333348239,13916,CEN
c6816509819992472634,13917,CCS
c9156235422687698208,13917,CEN
c6043254199507882892,13919,CCS
c1969590728451994425,13919,CEN
c8830659785901767467,13920,CCS
c7733354329202516054,13920,CEN
c7499308917286522075,13921,CCS
c4221262467936078598,13921,CEN
c4716350892096962228,13922,CCS
c4869881426171801643,13922,CEN
c6162374802720175539,13923,CCS
c7024477402875348837,13923,CEN
c3634655015073139211,13924,CCS
c1227422476562254982,13924,CEN
c2746403303361695619,13924,CEN
c2274520578190658743,13925,CCS
c1611979175705243662,13925,CEN
c4438780186049641143,13926,CCS
c2638109955868881690,13926,CEN
c4802126237018019202,13927,CCS
c1199221902873955001,13927,CEN
c2217975598039580170,13931,CCS
c3612996535674414163,13931,CEN
c5569912597017145024,13932,CCS
c7314783641326404035,13932,CEN
c5765863902891311939,13934,CCS
c2944467630076214405,13934,CEN
c7398593797798096954,13935,CCS
c1591739915259288885,13935,CEN
c2278815477026624134,13936,CCS
c7208380130008261498,13936,CEN
c1721627946888708295,13936,CEN
c7812707353414322784,13937,CCS
c5500656257329482440,13937,CEN
c4847254689680855246,13938,CCS
c1302310880045527097,13938,CEN
c7960203947253040135,13939,CCS
c3204413775267367117,13939,CEN
c3561774370351701048,13940,CCS
c9903628033673841124,13940,CCS
c5880153901849987112,13940,CEN
c3832728777941132638,13941,CCS
c1332070168360499339,13941,CEN
c7961276815562177702,13942,CCS
c3249301415077180578,13942,CEN
c9070227769158842584,13943,CCS
c4643572194886075459,13943,CEN
c1228021414386331739,13944,CCS
c5088552301512011862,13944,CEN
c4876862583381195042,13945,CCS
c4688269193627078876,13945,CEN
c3907690598672261045,13946,CCS
c8698893833088187958,13946,CEN
c6428601330557894069,13948,CCS
c6257503307795264116,13948,CCS
c8570846585119826652,13948,CEN
c7073844110956644214,13949,CCS
c5162371862671252593,13949,CEN
c3386339971652484263,13950,CCS
c3649962468180347770,13950,CEN
c7762161946461265264,13952,CCS
c7860405494163319506,13952,CEN
c4687340345489317294,13952,CEN
c6568921115652483644,13952,CEN
c8404602064267724365,13953,CCS
c2947074627664957295,13953,CEN
c6388278307352978855,13954,CEN
c2942002636901931856,13954,CCS
c7723624916874252730,13955,CEN
c4695254305815484404,13955,CEN
c4739709096763178398,13955,CCS
c6278190499089085695,13956,CEN
c8116581428958903943,13956,CCS
c9628872785681771935,13956,CCS
c2500197800406913498,13959,CEN
c2104939591566291668,13959,CCS
c7919848630060274633,13959,CCS
c6023090382838273035,13960,CEN
c8857470073019758006,13960,CCS
c7095013955356660769,13961,CEN
c4856780506902785132,13961,CEN
c8673948991832956813,13961,CCS
c7949234334271994773,13962,CEN
c1816497972048973998,13962,CCS
c5507621568834625412,13963,CEN
c8661237887682362279,13963,CCS
c5277374799453789018,13964,CEN
c6471713306966567541,13964,CCS
c7790140858397355072,13965,CEN
c3437429677318964804,13965,CCS
c2969694017211300390,13965,CEN
c2673647415195469168,13966,CCS
c6153337322200839949,13966,CEN
c7385190638313372157,13968,CEN
c8341138864642607389,13968,CCS
c5304651827018228073,13969,CEN
c8840279476902087322,13969,CCS
c1904749755565525620,13970,CEN
c1945716432022114534,13970,CCS
c2841624248210862302,13971,CCS
c3150416584854524900,13971,CEN
c6987021564745005584,13972,CEN
c8428616210837073545,13972,CCS
c6680190175346685452,13974,CEN
c6946244680453562921,13974,CCS
c7640159537830126081,13975,CCS
c4257293782526578143,13975,CEN
c2893150349835567323,13976,CEN
c4647881424110863027,13976,CCS
c6568787163820624007,13977,CEN
c2642815921285417629,13977,CCS
c5644043528018269360,13977,CCS
c2678603498265983876,13978,CEN
c7294093196938425060,13978,CCS
c1896518138912999680,13979,CEN
c7940999342865461868,13979,CCS
c2379899049356407677,13981,CEN
c3646930081364522566,13981,CCS
c8283461301022154092,13981,CCS
c4711700392421421404,13982,CCS
c1672600790308376779,13982,CEN
c7980864868830854682,13983,CCS
c3830744249224516700,13983,CEN
c6097020209282320781,13984,CEN
c2808725886676421461,13984,CCS
c4955405512694457163,13985,CEN
c5197888469765207670,13985,CCS
c2695447763220164335,13986,CEN
c1476341642839343501,13986,CCS
c6927696017744479547,13987,CEN
c1787052461912908626,13987,CCS
c2126703096852224776,13988,CEN
c7907809989972342349,13988,CCS
c4272931962515888890,13989,CCS
c1673496737383533733,13989,CEN
c8956347211626836869,13990,CCS
c3967838777461894357,13990,CEN
c8237673346945049509,13990,CCS
c3674598930059352077,13992,CCS
c5409800203021199214,13992,CEN
c6785532604034943603,13993,CEN
c1756973722719432846,13993,CCS
c1450824675642008015,13994,CCS
c1962741154715447143,13994,CEN
c3701999644781035258,13995,CEN
c7103305824315604984,13995,CCS
c2996812990003513985,13995,CCS
c5383716189467541355,13996,CCS
c6629464900916971645,13996,CEN
c3634810472213926813,13997,CCS
c4277933177866379769,13997,CEN
c6275009120615737243,13998,CEN
c7726442954646264431,13998,CCS
c2058402802397141494,13999,CEN
c4835517610850422044,13999,CCS
c1472436667735721957,14000,CEN
c7505202276657338829,14000,CCS
c6831041107171090009,14002,CEN
c5916690008164500043,14002,CCS
c3983226446156601682,14003,CCS
c2675292124469281949,14003,CEN
c6244519812049323264,14005,CCS
c2887268064709572106,14005,CEN
c1962998500281579290,14007,CCS
